full_date,day,month,year,day_of_year,week_of_year,weekday,is_weekend,season,is_month_start,is_month_end,is_year_start,is_year_end,is_can_holiday,can_holiday_name,is_us_holiday,us_holiday_name,full_day_date
,1,1,2021,1,53,5,False,winter,True,False,True,False,True,New Year's Day,True,New Year's Day,2021-01-01
,2,1,2021,2,53,6,False,winter,True,False,True,False,False,Non-Holiday,False,Non-Holiday,2021-01-02
,3,1,2021,3,53,0,False,winter,True,False,True,False,False,Non-Holiday,False,Non-Holiday,2021-01-03
,4,1,2021,4,1,1,False,winter,True,False,True,False,False,Non-Holiday,False,Non-Holiday,2021-01-04
,5,1,2021,5,1,2,False,winter,True,False,True,False,False,Non-Holiday,False,Non-Holiday,2021-01-05
,6,1,2021,6,1,3,False,winter,True,False,True,False,False,Non-Holiday,False,Non-Holiday,2021-01-06
,7,1,2021,7,1,4,False,winter,True,False,True,False,False,Non-Holiday,False,Non-Holiday,2021-01-07
,8,1,2021,8,1,5,False,winter,True,False,True,False,False,Non-Holiday,False,Non-Holiday,2021-01-08
,9,1,2021,9,1,6,False,winter,True,False,True,False,False,Non-Holiday,False,Non-Holiday,2021-01-09
,10,1,2021,10,1,0,False,winter,True,False,True,False,False,Non-Holiday,False,Non-Holiday,2021-01-10
,11,1,2021,11,2,1,False,winter,False,False,True,False,False,Non-Holiday,False,Non-Holiday,2021-01-11
,12,1,2021,12,2,2,False,winter,False,False,True,False,False,Non-Holiday,False,Non-Holiday,2021-01-12
,13,1,2021,13,2,3,False,winter,False,False,True,False,False,Non-Holiday,False,Non-Holiday,2021-01-13
,14,1,2021,14,2,4,False,winter,False,False,True,False,False,Non-Holiday,False,Non-Holiday,2021-01-14
,15,1,2021,15,2,5,False,winter,False,False,True,False,False,Non-Holiday,False,Non-Holiday,2021-01-15
,16,1,2021,16,2,6,False,winter,False,False,True,False,False,Non-Holiday,False,Non-Holiday,2021-01-16
,17,1,2021,17,2,0,False,winter,False,False,True,False,False,Non-Holiday,False,Non-Holiday,2021-01-17
,18,1,2021,18,3,1,False,winter,False,False,True,False,False,Non-Holiday,True,Martin Luther King Jr. Day,2021-01-18
,19,1,2021,19,3,2,False,winter,False,False,True,False,False,Non-Holiday,False,Non-Holiday,2021-01-19
,20,1,2021,20,3,3,False,winter,False,True,True,False,False,Non-Holiday,False,Non-Holiday,2021-01-20
,21,1,2021,21,3,4,False,winter,False,True,True,False,False,Non-Holiday,False,Non-Holiday,2021-01-21
,22,1,2021,22,3,5,False,winter,False,True,True,False,False,Non-Holiday,False,Non-Holiday,2021-01-22
,23,1,2021,23,3,6,False,winter,False,True,True,False,False,Non-Holiday,False,Non-Holiday,2021-01-23
,24,1,2021,24,3,0,False,winter,False,True,True,False,False,Non-Holiday,False,Non-Holiday,2021-01-24
,25,1,2021,25,4,1,False,winter,False,True,True,False,False,Non-Holiday,False,Non-Holiday,2021-01-25
,26,1,2021,26,4,2,False,winter,False,True,True,False,False,Non-Holiday,False,Non-Holiday,2021-01-26
,27,1,2021,27,4,3,False,winter,False,True,True,False,False,Non-Holiday,False,Non-Holiday,2021-01-27
,28,1,2021,28,4,4,False,winter,False,True,True,False,False,Non-Holiday,False,Non-Holiday,2021-01-28
,29,1,2021,29,4,5,False,winter,False,True,True,False,False,Non-Holiday,False,Non-Holiday,2021-01-29
,30,1,2021,30,4,6,False,winter,False,True,True,False,False,Non-Holiday,False,Non-Holiday,2021-01-30
,31,1,2021,31,4,0,False,winter,False,True,True,False,False,Non-Holiday,False,Non-Holiday,2021-01-31
,1,2,2021,32,5,1,False,winter,True,False,True,False,False,Non-Holiday,False,Non-Holiday,2021-02-01
,2,2,2021,33,5,2,False,winter,True,False,True,False,False,Non-Holiday,False,Non-Holiday,2021-02-02
,3,2,2021,34,5,3,False,winter,True,False,True,False,False,Non-Holiday,False,Non-Holiday,2021-02-03
,4,2,2021,35,5,4,False,winter,True,False,True,False,False,Non-Holiday,False,Non-Holiday,2021-02-04
,5,2,2021,36,5,5,False,winter,True,False,True,False,False,Non-Holiday,False,Non-Holiday,2021-02-05
,6,2,2021,37,5,6,False,winter,True,False,True,False,False,Non-Holiday,False,Non-Holiday,2021-02-06
,7,2,2021,38,5,0,False,winter,True,False,True,False,False,Non-Holiday,False,Non-Holiday,2021-02-07
,8,2,2021,39,6,1,False,winter,True,False,True,False,False,Non-Holiday,False,Non-Holiday,2021-02-08
,9,2,2021,40,6,2,False,winter,True,False,True,False,False,Non-Holiday,False,Non-Holiday,2021-02-09
,10,2,2021,41,6,3,False,winter,True,False,True,False,False,Non-Holiday,False,Non-Holiday,2021-02-10
,11,2,2021,42,6,4,False,winter,False,False,True,False,False,Non-Holiday,False,Non-Holiday,2021-02-11
,12,2,2021,43,6,5,False,winter,False,False,True,False,False,Non-Holiday,False,Non-Holiday,2021-02-12
,13,2,2021,44,6,6,False,winter,False,False,True,False,False,Non-Holiday,False,Non-Holiday,2021-02-13
,14,2,2021,45,6,0,False,winter,False,False,True,False,False,Non-Holiday,False,Non-Holiday,2021-02-14
,15,2,2021,46,7,1,False,winter,False,False,True,False,True,Family Day,True,Washington's Birthday,2021-02-15
